"Tail_Number","NumberOfFlights","Average_Departure_Delay"
"""N846UA""","129","9.271317829457365"
"""N548NN""","154","9.266233766233766"
"""N210WN""","156","9.25"
"""N38417""","92","9.25"
"""N196UW""","114","9.24561403508772"
"""N33266""","90","9.244444444444444"
"""N592NN""","169","9.242603550295858"
"""N342NB""","128","9.234375"
"""N297PQ""","30","9.233333333333333"
"""N8584Z""","164","9.231707317073171"
"""N208AN""","165","9.23030303030303"
"""N278SY""","75","9.226666666666667"
"""N972NK""","132","9.219696969696969"
"""N358NW""","101","9.217821782178218"
"""N220NN""","148","9.216216216216216"
"""N8568Z""","162","9.216049382716049"
"""N8613K""","125","9.216"
"""N302PQ""","66","9.212121212121213"
"""N77525""","101","9.207920792079207"
"""N235JQ""","126","9.198412698412698"
"""N442AN""","99","9.191919191919192"
"""N734SA""","179","9.189944134078212"
"""N353NB""","116","9.189655172413794"
"""N226JQ""","111","9.18918918918919"
"""N921AN""","85","9.188235294117646"
"""N8705Q""","133","9.18796992481203"
"""N8309C""","119","9.184873949579831"
"""N7747C""","125","9.184"
"""N289MW""","110","9.181818181818182"
"""N199UW""","105","9.18095238095238"
"""N8615E""","139","9.179856115107913"
"""N593AS""","101","9.178217821782178"
"""N344PP""","90","9.177777777777777"
"""N66848""","76","9.157894736842104"
"""N8762Q""","128","9.15625"
"""N570WN""","169","9.153846153846153"
"""N8823Q""","158","9.151898734177216"
"""N390DN""","112","9.151785714285714"
"""N882UA""","106","9.150943396226415"
"""N878DN""","65","9.138461538461538"
"""N47524""","95","9.136842105263158"
"""N755SA""","169","9.136094674556213"
"""N86534""","97","9.1340206185567"
"""N650RW""","122","9.131147540983607"
"""N287WN""","148","9.128378378378379"
"""N836UA""","110","9.127272727272727"
"""N8501V""","143","9.125874125874127"
"""N8327A""","152","9.125"
"""N831DN""","57","9.12280701754386"
"""N267NN""","137","9.116788321167883"
"""N404AN""","87","9.114942528735632"
"""N121AN""","94","9.095744680851064"
"""N8684F""","142","9.091549295774648"
"""N960NN""","92","9.08695652173913"
"""N920AK""","95","9.08421052631579"
"""N913NK""","91","9.076923076923077"
"""N8830Q""","119","9.07563025210084"
"""N8554X""","164","9.073170731707316"
"""N856NN""","96","9.072916666666666"
"""N931NK""","97","9.061855670103093"
"""N776XF""","115","9.060869565217391"
"""N8763L""","138","9.057971014492754"
"""N686AE""","156","9.057692307692308"
"""N914XJ""","99","9.05050505050505"
"""N318DX""","112","9.044642857142858"
"""N8796L""","144","9.041666666666666"
"""N981JT""","74","9.04054054054054"
"""N185UW""","75","9.04"
"""N689CA""","154","9.03896103896104"
"""N14115""","27","9.037037037037036"
"""N439AW""","135","9.037037037037036"
"""N17104""","54","9.037037037037036"
"""N902FJ""","66","9.030303030303031"
"""N392DA""","116","9.025862068965518"
"""N6706Q""","120","9.025"
"""N8806Q""","148","9.02027027027027"
"""N967NN""","103","9.019417475728156"
"""N223JS""","110","9.018181818181818"
"""N373NW""","120","9.016666666666667"
"""N556WN""","148","9.013513513513514"
"""N848NN""","88","9.011363636363637"
"""N952NN""","92","9.01086956521739"
"""N152UW""","108","9.0"
"""N74007""","8","9.0"
"""N37506""","107","9.0"
"""N927AN""","96","9.0"
"""N26910""","4","9.0"
"""N723TW""","67","9.0"
"""N13750""","81","9.0"
"""N444YX""","124","8.991935483870968"
"""N813DN""","73","8.986301369863014"
"""N601LR""","143","8.986013986013987"
"""N363NW""","116","8.982758620689655"
"""N933JN""","154","8.974025974025974"
"""N497WN""","149","8.973154362416107"
"""N693NK""","134","8.970149253731343"
"""N8633A""","156","8.967948717948717"
"""N773SA""","140","8.964285714285714"
"""N837UA""","112","8.964285714285714"
"""N808NN""","83","8.963855421686747"
"""N995NN""","104","8.961538461538462"
"""N7743B""","113","8.955752212389381"
"""N553UW""","118","8.94915254237288"
"""N38443""","18","8.944444444444445"
"""N8671D""","155","8.935483870967742"
"""N8706W""","139","8.93525179856115"
"""N913DU""","77","8.922077922077921"
"""N8741L""","138","8.920289855072463"
"""N508AS""","72","8.916666666666666"
"""N400SY""","147","8.91156462585034"
"""N224AK""","101","8.910891089108912"
"""N343NB""","123","8.910569105691057"
"""N8790Q""","123","8.910569105691057"
"""N776WN""","150","8.906666666666666"
"""N365NB""","116","8.905172413793103"
"""N7829B""","137","8.897810218978103"
"""N661AW""","133","8.894736842105264"
"""N972UY""","111","8.891891891891891"
"""N948JB""","92","8.880434782608695"
"""N37514""","96","8.875"
"""N478AS""","94","8.872340425531915"
"""N926EV""","31","8.870967741935484"
"""N961SW""","76","8.868421052631579"
"""N482UA""","90","8.866666666666667"
"""N624NK""","119","8.865546218487395"
"""N39415""","77","8.857142857142858"
"""N69020""","7","8.857142857142858"
"""N702PS""","127","8.850393700787402"
"""N303RG""","51","8.843137254901961"
"""N73256""","97","8.835051546391753"
"""N487AS""","94","8.829787234042554"
"""N8544Z""","155","8.819354838709678"
"""N761RW""","148","8.81081081081081"
"""N136EV""","147","8.80952380952381"
"""N8714Q""","146","8.808219178082192"
"""N520SY""","95","8.8"
"""N829NN""","88","8.795454545454545"
"""N740SK""","127","8.795275590551181"
"""N975UY""","107","8.794392523364486"
"""N220WN""","134","8.791044776119403"
"""N245JQ""","138","8.789855072463768"
"""N8655D""","146","8.787671232876713"
"""N709EV""","42","8.785714285714286"
"""N925XJ""","107","8.785046728971963"
"""N8772M""","142","8.78169014084507"
"""N2341U""","9","8.777777777777779"
"""N228WN""","175","8.777142857142858"
"""N35236""","103","8.776699029126213"
"""N551UW""","107","8.77570093457944"
"""N118DU""","97","8.77319587628866"
"""N412WN""","131","8.755725190839694"
"""N605NN""","104","8.75"
"""N826NW""","4","8.75"
"""N251WN""","150","8.746666666666666"
"""N602UX""","74","8.743243243243244"
"""N931AM""","97","8.742268041237113"
"""N661JA""","135","8.74074074074074"
"""N87507""","115","8.73913043478261"
"""N453AA""","92","8.73913043478261"
"""N533AE""","84","8.738095238095237"
"""N138AN""","109","8.73394495412844"
"""N817AN""","22","8.727272727272727"
"""N495WN""","161","8.726708074534162"
"""N8632A""","146","8.726027397260275"
"""N948WN""","155","8.72258064516129"
"""N527AS""","102","8.715686274509803"
"""N619AE""","111","8.711711711711711"
"""N8315C""","145","8.703448275862069"
"""N260WN""","154","8.694805194805195"
"""N828JB""","94","8.691489361702128"
"""N472UA""","97","8.690721649484535"
"""N254NN""","139","8.690647482014388"
"""N299PQ""","118","8.686440677966102"
"""N604NK""","137","8.686131386861314"
"""N919WN""","155","8.683870967741935"
"""N360NB""","123","8.682926829268293"
"""N33294""","107","8.682242990654206"
"""N421UW""","100","8.68"
"""N368NB""","25","8.68"
"""N494WN""","164","8.676829268292684"
"""N268AK""","105","8.676190476190476"
"""N434AS""","89","8.674157303370787"
"""N946WN""","164","8.670731707317072"
"""N329NW""","148","8.66891891891892"
"""N198DN""","9","8.666666666666666"
"""N990NN""","91","8.659340659340659"
"""N353NW""","105","8.657142857142857"
"""N658CA""","106","8.650943396226415"
"""N998NN""","103","8.650485436893204"
"""N957JB""","79","8.645569620253164"
"""N602LR""","115","8.643478260869566"
"""N89349""","80","8.6375"
"""N518AS""","95","8.631578947368421"
"""N442AS""","106","8.622641509433961"
"""N27724""","79","8.620253164556962"
"""N489WN""","152","8.592105263157896"
"""N683DA""","132","8.590909090909092"
"""N280NN""","131","8.587786259541986"
"""N175DN""","53","8.584905660377359"
"""N151UW""","118","8.584745762711865"
"""N951AT""","166","8.58433734939759"
"""N412UW""","105","8.58095238095238"
"""N230NN""","150","8.58"
"""N894UA""","112","8.571428571428571"
"""N919AT""","166","8.566265060240964"
"""N728SK""","105","8.561904761904762"
"""N77543""","93","8.559139784946236"
"""N719SK""","45","8.555555555555555"
"""N931AE""","135","8.555555555555555"
"""N563UW""","118","8.55084745762712"
"""N27511""","95","8.536842105263158"
"""N361NB""","73","8.534246575342467"
"""N552UW""","115","8.530434782608696"
"""N451WN""","174","8.528735632183908"
"""N119DU""","112","8.526785714285714"
"""N346NB""","119","8.521008403361344"
"""N288WN""","169","8.520710059171599"
"""N8729H""","139","8.517985611510792"
"""N426AN""","89","8.51685393258427"
"""N231AN""","133","8.511278195488721"
"""N853NW""","2","8.5"
"""N415DX""","10","8.5"
"""N2060J""","28","8.5"
"""N783AN""","8","8.5"
"""N375JB""","153","8.490196078431373"
"""N124HQ""","121","8.487603305785123"
"""N847NN""","71","8.47887323943662"
"""N667AW""","126","8.476190476190476"
"""N762DT""","124","8.475806451612904"
"""N942LL""","137","8.474452554744525"
"""N188DN""","19","8.473684210526315"
"""N8679A""","168","8.470238095238095"
"""N213UA""","60","8.466666666666667"
"""N464AA""","105","8.466666666666667"
"""N802SK""","144","8.465277777777779"
"""N942AT""","168","8.464285714285714"
"""N949NN""","103","8.45631067961165"
"""N88330""","68","8.455882352941176"
"""N37018""","11","8.454545454545455"
"""N214HA""","62","8.451612903225806"
"""N8761L""","140","8.45"
"""N970JB""","78","8.448717948717949"
"""N348NB""","132","8.446969696969697"
"""N9025B""","72","8.444444444444445"
"""N879BH""","18","8.444444444444445"
"""N296AK""","97","8.443298969072165"
"""N903EV""","64","8.4375"
"""N922XJ""","67","8.432835820895523"
"""N358NB""","129","8.426356589147288"
"""N341PQ""","134","8.425373134328359"
"""N3761R""","102","8.42156862745098"
"""N886AS""","121","8.421487603305785"
"""N690AE""","120","8.416666666666666"
"""N868NN""","85","8.411764705882353"
"""N424AN""","107","8.411214953271028"
"""N239WN""","167","8.401197604790418"
"""N296WN""","160","8.4"
"""N68817""","90","8.4"
"""N928AK""","98","8.39795918367347"
"""N109DN""","116","8.39655172413793"
"""N645AE""","69","8.391304347826088"
"""N832AW""","113","8.389380530973451"
"""N917SW""","104","8.384615384615385"
"""N157UW""","120","8.383333333333333"
"""N68452""","47","8.382978723404255"
"""N801AW""","102","8.382352941176471"
"""N87531""","82","8.378048780487806"
"""N470ZW""","117","8.376068376068377"
"""N207AN""","146","8.36986301369863"
"""N21197""","119","8.369747899159664"
"""N77520""","71","8.366197183098592"
"""N936EV""","72","8.36111111111111"
"""N338ST""","50","8.36"
"""N893UA""","125","8.36"
"""N444UW""","89","8.359550561797754"
"""N531AS""","89","8.359550561797754"
"""N218UA""","23","8.347826086956522"
"""N636JB""","90","8.344444444444445"
"""N218JQ""","127","8.338582677165354"
"""N222WN""","139","8.338129496402878"
"""N867DN""","74","8.324324324324325"
"""N177DN""","36","8.305555555555555"
"""N613JB""","46","8.304347826086957"
"""N262NN""","136","8.301470588235293"
"""N8517F""","146","8.301369863013699"
"""N943AT""","163","8.300613496932515"
"""N2331U""","10","8.3"
"""N527JL""","72","8.291666666666666"
"""N732YX""","101","8.287128712871286"
"""N976JT""","82","8.28048780487805"
"""N457AS""","97","8.278350515463918"
"""N758AN""","18","8.277777777777779"
"""N386DA""","97","8.268041237113403"
"""N331PQ""","105","8.266666666666667"
"""N262WN""","132","8.265151515151516"
"""N532AS""","72","8.26388888888889"
"""N409YX""","112","8.258928571428571"
"""N913XJ""","85","8.258823529411766"
"""N68821""","70","8.257142857142858"
"""N539EA""","106","8.254716981132075"
"""N419AN""","90","8.244444444444444"
"""N3118J""","96","8.239583333333334"
"""N583JB""","89","8.235955056179776"
"""324NV""","78","8.23076923076923"
"""N37468""","75","8.226666666666667"
"""N619UX""","53","8.226415094339623"
"""N933WN""","93","8.225806451612904"
"""N921NN""","80","8.225"
"""N860RW""","113","8.221238938053098"
"""N202JQ""","148","8.216216216216216"
"""N874NN""","93","8.21505376344086"
"""N409SY""","107","8.214953271028037"
"""N354DN""","108","8.212962962962964"
"""N7831B""","163","8.208588957055214"
"""N622NK""","136","8.205882352941176"
"""N775UA""","39","8.205128205128204"
"""N7838A""","162","8.203703703703704"
"""N809UA""","75","8.2"
"""N645RW""","105","8.19047619047619"
"""N386DN""","112","8.1875"
"""N8783L""","146","8.184931506849315"
"""N609UX""","103","8.184466019417476"
"""N223NN""","154","8.181818181818182"
"""N76519""","94","8.180851063829786"
"""N354PT""","106","8.179245283018869"
"""N1802U""","130","8.169230769230769"
"""N7724A""","24","8.166666666666666"
"""N771XF""","146","8.164383561643836"
"""N237NN""","140","8.164285714285715"
"""N315RJ""","47","8.148936170212766"
"""N927LR""","110","8.145454545454545"
"""N104NN""","56","8.142857142857142"
"""N8556Z""","166","8.13855421686747"
"""N937WN""","138","8.13768115942029"
"""N974AT""","172","8.133720930232558"
"""N461WN""","143","8.132867132867133"
"""N8513F""","159","8.132075471698114"
"""N856RW""","122","8.131147540983607"
"""N827NN""","95","8.126315789473685"
"""N586AS""","73","8.123287671232877"
"""N38459""","75","8.12"
"""N335NB""","126","8.119047619047619"
"""N460UA""","59","8.11864406779661"
"""N248LR""","61","8.114754098360656"
"""N296SY""","135","8.11111111111111"
"""N8529Z""","160","8.10625"
"""N722YX""","120","8.1"
"""N907JB""","80","8.1"
"""N178SY""","110","8.1"
"""N299JJ""","120","8.1"
"""N973NN""","95","8.094736842105263"
"""N8303R""","126","8.087301587301587"
"""N372DA""","93","8.086021505376344"
"""N890DN""","72","8.083333333333334"
"""N232PQ""","133","8.075187969924812"
"""N8836Q""","42","8.071428571428571"
"""N982VJ""","115","8.069565217391304"
"""N265AK""","95","8.063157894736841"
"""N7751A""","143","8.062937062937063"
"""N8561Z""","165","8.06060606060606"
"""N822NN""","86","8.05813953488372"
"""N855RW""","109","8.055045871559633"
"""N8773Q""","143","8.048951048951048"
"""N8546V""","171","8.046783625730994"
"""N2332U""","22","8.045454545454545"
"""N184SY""","137","8.043795620437956"
"""N931NN""","80","8.0375"
"""N122DU""","112","8.035714285714286"
"""N872UA""","106","8.018867924528301"
"""N649NK""","134","8.014925373134329"
"""N456ZW""","94","8.01063829787234"
"""N186SY""","139","8.007194244604317"
"""N34137""","60","8.0"
"""N102DU""","109","8.0"
"""N24980""","5","8.0"
"""N901AN""","79","8.0"
"""N614UX""","116","7.991379310344827"
"""N436WN""","125","7.984"
"""N7881A""","178","7.98314606741573"
"""N993JE""","75","7.973333333333334"
"""N660AW""","108","7.962962962962963"
"""N433UA""","103","7.961165048543689"
"""N8523W""","163","7.957055214723926"
"""N1801U""","115","7.956521739130435"
"""N551WN""","160","7.95625"
"""N596AS""","100","7.94"
"""N551AS""","113","7.938053097345133"
"""N555NW""","118","7.932203389830509"
"""N939NN""","87","7.931034482758621"
"""N8619F""","154","7.928571428571429"
"""N8527Q""","150","7.926666666666667"
"""N328DN""","121","7.925619834710743"
"""N383DZ""","126","7.920634920634921"
"""N939AE""","126","7.904761904761905"
"""N68822""","84","7.904761904761905"
"""N893DN""","81","7.901234567901234"
"""N813UA""","111","7.900900900900901"
"""N398DA""","80","7.9"
"""N8784Q""","145","7.889655172413793"
"""N935WN""","156","7.878205128205129"
"""N73259""","89","7.876404494382022"
"""N8560Z""","144","7.868055555555555"
"""243NV""","30","7.866666666666666"
"""N8787K""","125","7.864"
"""N819UA""","79","7.860759493670886"
"""N8617E""","160","7.85625"
"""N823UA""","119","7.848739495798319"
"""N634QX""","158","7.848101265822785"
"""N976UY""","116","7.827586206896552"
"""N8965E""","114","7.824561403508772"
"""N607CZ""","142","7.823943661971831"
"""N352DN""","124","7.82258064516129"
"""N946NN""","86","7.813953488372093"
"""N8674B""","150","7.8133333333333335"
"""N12116""","63","7.809523809523809"
"""N465WN""","162","7.808641975308642"
"""N821MD""","114","7.807017543859649"
"""N7732A""","165","7.8"
"""N870RW""","103","7.796116504854369"
"""N652MK""","148","7.79054054054054"
"""N912UY""","94","7.787234042553192"
"""N783SW""","159","7.786163522012578"
"""N243JQ""","107","7.785046728971962"
"""N351DN""","122","7.770491803278689"
"""N862RW""","86","7.767441860465116"
"""N463UA""","90","7.7555555555555555"
"""N181PQ""","114","7.745614035087719"
"""N704X""","55","7.745454545454545"
"""N469WN""","157","7.745222929936306"
"""N689EC""","144","7.743055555555555"
"""N959WN""","159","7.7421383647798745"
"""N582NN""","143","7.741258741258742"
"""N8518R""","156","7.737179487179487"
"""N334SM""","49","7.73469387755102"
"""N27260""","82","7.7317073170731705"
"""N8581Z""","168","7.726190476190476"
"""N244LR""","87","7.712643678160919"
"""N838AW""","97","7.711340206185567"
"""N131EV""","128","7.7109375"
"""N12020""","31","7.709677419354839"
"""N382DA""","72","7.708333333333333"
"""N391DA""","96","7.708333333333333"
"""N493WN""","161","7.708074534161491"
"""N37542""","109","7.706422018348624"
"""N835DN""","67","7.701492537313433"
"""N300SY""","137","7.700729927007299"
"""N581AS""","80","7.7"
"""N318AS""","108","7.694444444444445"
"""N27546""","98","7.6938775510204085"
